DR_NO,DATE OCC,Date Rptd,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,LOCATION,LAT,LON,SexualAssault,Age_Group,DATE_OCC_dt,datetime_occurrence,Premise_Category
201511078,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,145,15,N Hollywood,1548,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5200    DENNY                        AV,34.1649,-118.3643,1,18-29,2020-06-10,2020-06-10 01:45:00,Indoor
201312586,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1300,13,Newton,1352,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4500    WALL                         ST,34.002,-118.2718,1,30-44,2020-06-19,2020-06-19 13:00:00,Indoor
201507785,03/18/2020 12:00:00 AM,03/18/2020 12:00:00 AM,730,15,N Hollywood,1514,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",11900    VANOWEN                      ST,34.194,-118.3921,1,30-44,2020-03-18,2020-03-18 07:30:00,Indoor
202111757,07/10/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1200,21,Topanga,2172,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,47,F,W,501.0,SINGLE FAMILY DWELLING,5300    OVERING                      DR,34.1663,-118.6474,1,45+,2020-07-10,2020-07-10 12:00:00,Indoor
201313886,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,600,13,Newton,1395,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,H,501.0,SINGLE FAMILY DWELLING,500 E  64TH                         ST,33.9815,-118.2662,1,18-29,2020-07-13,2020-07-13 06:00:00,Indoor
201900929,10/31/2020 12:00:00 AM,11/02/2020 12:00:00 AM,1800,19,Mission,1944,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,H,101.0,STREET,14300    WOLFSKILL                    ST,34.2742,-118.4453,1,18-29,2020-10-31,2020-10-31 18:00:00,Outdoor
201616024,12/25/2020 12:00:00 AM,12/26/2020 12:00:00 AM,2130,16,Foothill,1653,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",12800    KELOWNA                      ST,34.2561,-118.4122,1,18-29,2020-12-25,2020-12-25 21:30:00,Other/Uncategorized
201418539,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,1545,14,Pacific,1425,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,50,F,O,501.0,SINGLE FAMILY DWELLING,3200    SAWTELLE                     BL,34.0234,-118.4292,1,45+,2020-10-10,2020-10-10 15:45:00,Indoor
201811366,05/14/2020 12:00:00 AM,05/19/2020 12:00:00 AM,1400,18,Southeast,1826,121,"RAPE, FORCIBLE",16,F,B,501.0,SINGLE FAMILY DWELLING,9800    GRANDEE                      AV,33.9474,-118.2435,1,<18,2020-05-14,2020-05-14 14:00:00,Indoor
231611095,03/01/2020 12:00:00 AM,08/14/2023 12:00:00 AM,1200,16,Foothill,1668,860,BATTERY WITH SEXUAL CONTACT,40,F,O,501.0,SINGLE FAMILY DWELLING,7700    MCGROARTY                    ST,34.2518,-118.3007,1,30-44,2020-03-01,2020-03-01 12:00:00,Indoor
201808188,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1645,18,Southeast,1831,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0,UNKNOWN,X,108.0,PARKING LOT,IMPERIAL                     HY,33.9201,-118.2868,1,<18,2020-02-14,2020-02-14 16:45:00,Outdoor
201714349,10/14/2020 12:00:00 AM,10/16/2020 12:00:00 AM,1,17,Devonshire,1723,121,"RAPE, FORCIBLE",16,F,W,501.0,SINGLE FAMILY DWELLING,20700    TRIBUNE                      ST,34.2663,-118.5852,1,<18,2020-10-14,2020-10-14 00:01:00,Indoor
211909423,02/15/2020 12:00:00 AM,06/03/2021 12:00:00 AM,2000,19,Mission,1908,121,"RAPE, FORCIBLE",49,F,H,501.0,SINGLE FAMILY DWELLING,13100    KISMET                       AV,34.3083,-118.4177,1,45+,2020-02-15,2020-02-15 20:00:00,Indoor
201819039,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,2100,18,Southeast,1821,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",10000    BARING CROSS                 ST,33.9451,-118.2894,1,18-29,2020-10-17,2020-10-17 21:00:00,Other/Uncategorized
201412261,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1500,14,Pacific,1407,860,BATTERY WITH SEXUAL CONTACT,38,F,W,102.0,SIDEWALK,KEYSTONE                     AV,34.0252,-118.4041,1,30-44,2020-06-13,2020-06-13 15:00:00,Outdoor
210206773,09/01/2020 12:00:00 AM,03/11/2021 12:00:00 AM,1800,2,Rampart,261,860,BATTERY WITH SEXUAL CONTACT,56,F,H,203.0,OTHER BUSINESS,700 S  HOOVER                       ST,34.0592,-118.2842,1,45+,2020-09-01,2020-09-01 18:00:00,Other
202011978,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,100,20,Olympic,2019,122,"RAPE, ATTEMPTED",26,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",3RD                          ST,34.069,-118.2868,1,18-29,2020-07-10,2020-07-10 01:00:00,Indoor
201707879,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,100,17,Devonshire,1795,860,BATTERY WITH SEXUAL CONTACT,35,F,A,501.0,SINGLE FAMILY DWELLING,17300    ROSCOE                       BL,34.2248,-118.5151,1,30-44,2020-04-02,2020-04-02 01:00:00,Indoor
202115678,11/05/2020 12:00:00 AM,11/05/2020 12:00:00 AM,1630,21,Topanga,2189,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,54,M,H,501.0,SINGLE FAMILY DWELLING,20200    LORENZANA                    DR,34.1641,-118.5767,1,45+,2020-11-05,2020-11-05 16:30:00,Indoor
201715277,11/10/2020 12:00:00 AM,11/11/2020 12:00:00 AM,2200,17,Devonshire,1775,860,BATTERY WITH SEXUAL CONTACT,22,F,H,514.0,GROUP HOME,17400    NORDHOFF                     ST,34.2394,-118.5112,1,18-29,2020-11-10,2020-11-10 22:00:00,Other/Uncategorized
201321875,12/28/2020 12:00:00 AM,12/30/2020 12:00:00 AM,220,13,Newton,1313,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,O,103.0,ALLEY,TRINITY                      ST,34.0284,-118.2592,1,18-29,2020-12-28,2020-12-28 02:20:00,Outdoor
201909047,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,2150,19,Mission,1974,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,43,F,H,501.0,SINGLE FAMILY DWELLING,9000    CEDROS                       AV,34.2336,-118.4535,1,30-44,2020-04-23,2020-04-23 21:50:00,Indoor
202013712,07/16/2020 12:00:00 AM,08/21/2020 12:00:00 AM,600,20,Olympic,2017,860,BATTERY WITH SEXUAL CONTACT,20,F,O,501.0,SINGLE FAMILY DWELLING,100 S  CATALINA                     ST,34.0695,-118.2954,1,18-29,2020-07-16,2020-07-16 06:00:00,Indoor
202018080,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,2100,20,Olympic,2004,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",600 N  OXFORD                       AV,34.0817,-118.308,1,18-29,2020-12-05,2020-12-05 21:00:00,Indoor
201715276,09/15/2020 12:00:00 AM,11/10/2020 12:00:00 AM,730,17,Devonshire,1723,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,H,101.0,STREET,RINALDI,34.27,-118.5886,1,30-44,2020-09-15,2020-09-15 07:30:00,Outdoor
220905434,08/01/2020 12:00:00 AM,02/06/2022 12:00:00 AM,2300,9,Van Nuys,939,121,"RAPE, FORCIBLE",19,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AETNA,34.1781,-118.4179,1,18-29,2020-08-01,2020-08-01 23:00:00,Indoor
201516858,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1200,15,N Hollywood,1591,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,F,W,501.0,SINGLE FAMILY DWELLING,3100    DONA MARIA                   DR,34.1265,-118.3874,1,18-29,2020-10-27,2020-10-27 12:00:00,Indoor
202014452,09/02/2020 12:00:00 AM,09/10/2020 12:00:00 AM,1400,20,Olympic,2029,121,"RAPE, FORCIBLE",66,F,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",3000 W  5TH                          ST,34.0652,-118.2857,1,45+,2020-09-02,2020-09-02 14:00:00,Indoor
202016035,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1955,20,Olympic,2033,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",900 S  OXFORD                       AV,34.0545,-118.3078,1,30-44,2020-10-17,2020-10-17 19:55:00,Other/Uncategorized
221417581,01/01/2020 12:00:00 AM,10/11/2022 12:00:00 AM,1200,14,Pacific,1453,121,"RAPE, FORCIBLE",14,F,W,501.0,SINGLE FAMILY DWELLING,4000    REDWOOD                      AV,33.9906,-118.4391,1,<18,2020-01-01,2020-01-01 12:00:00,Indoor
211205265,05/16/2020 12:00:00 AM,01/12/2021 12:00:00 AM,2130,12,77th Street,1215,121,"RAPE, FORCIBLE",11,F,H,501.0,SINGLE FAMILY DWELLING,1200 W  57TH                         ST,33.9909,-118.3002,1,<18,2020-05-16,2020-05-16 21:30:00,Indoor
202108991,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,1700,21,Topanga,2146,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,H,503.0,HOTEL,7000    JORDAN                       AV,34.1974,-118.6029,1,18-29,2020-05-05,2020-05-05 17:00:00,Other/Uncategorized
201811174,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,1000,18,Southeast,1824,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,B,121.0,YARD (RESIDENTIAL/BUSINESS),9300 S  CENTRAL                      AV,33.9516,-118.2553,1,30-44,2020-05-15,2020-05-15 10:00:00,Other/Uncategorized
201407798,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,300,14,Pacific,1413,121,"RAPE, FORCIBLE",26,F,W,501.0,SINGLE FAMILY DWELLING,200    DIMMICK                      AV,33.9991,-118.4732,1,18-29,2020-03-05,2020-03-05 03:00:00,Indoor
201404984,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1820,14,Pacific,1415,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,42,F,W,158.0,TRANSIENT ENCAMPMENT,300    LINCOLN                      BL,34.0014,-118.4679,1,30-44,2020-01-17,2020-01-17 18:20:00,Other/Uncategorized
201406992,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,330,14,Pacific,1428,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,H,501.0,SINGLE FAMILY DWELLING,10700    WOODBINE                     ST,34.0261,-118.4126,1,18-29,2020-02-21,2020-02-21 03:30:00,Indoor
202115721,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1630,21,Topanga,2115,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",8000    OWENSMOUTH                   AV,34.2155,-118.6016,1,30-44,2020-11-07,2020-11-07 16:30:00,Indoor
201908368,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,2030,19,Mission,1959,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,53,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",14000    VAN NUYS                     BL,34.2546,-118.4379,1,45+,2020-04-02,2020-04-02 20:30:00,Indoor
201914251,09/06/2020 12:00:00 AM,09/07/2020 12:00:00 AM,1500,19,Mission,1912,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,H,501.0,SINGLE FAMILY DWELLING,16300    FILBERT                      ST,34.3173,-118.4847,1,18-29,2020-09-06,2020-09-06 15:00:00,Indoor
202104736,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2235,21,Topanga,2136,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",7500    ALABAMA                      AV,34.2065,-118.5991,1,18-29,2020-01-16,2020-01-16 22:35:00,Indoor
201314892,08/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1200,13,Newton,1362,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,H,501.0,SINGLE FAMILY DWELLING,200 E  51ST                         ST,33.9965,-118.2718,1,18-29,2020-08-02,2020-08-02 12:00:00,Indoor
201808212,03/15/2020 12:00:00 AM,03/15/2020 12:00:00 AM,500,18,Southeast,1826,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,F,H,501.0,SINGLE FAMILY DWELLING,1400 E  99TH                         ST,33.9467,-118.2449,1,18-29,2020-03-15,2020-03-15 05:00:00,Indoor
201312153,06/12/2020 12:00:00 AM,06/12/2020 12:00:00 AM,1,13,Newton,1391,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,62,F,H,501.0,SINGLE FAMILY DWELLING,6700 S  BROADWAY,33.9789,-118.2795,1,45+,2020-06-12,2020-06-12 00:01:00,Indoor
201513476,08/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1700,15,N Hollywood,1527,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,53,F,W,501.0,SINGLE FAMILY DWELLING,6300    FAIR                         AV,34.1849,-118.3747,1,45+,2020-08-02,2020-08-02 17:00:00,Indoor
201612834,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,215,16,Foothill,1615,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,H,101.0,STREET,OSBORNE                      ST,34.2754,-118.3904,1,30-44,2020-09-13,2020-09-13 02:15:00,Outdoor
201812202,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,200,18,Southeast,1871,121,"RAPE, FORCIBLE",30,F,H,505.0,MOTEL,14000 S  VERMONT                      AV,33.9048,-118.2916,1,30-44,2020-06-06,2020-06-06 02:00:00,Other/Uncategorized
211910898,10/28/2020 12:00:00 AM,07/14/2021 12:00:00 AM,1,19,Mission,1985,860,BATTERY WITH SEXUAL CONTACT,19,F,H,501.0,SINGLE FAMILY DWELLING,14400    CHASE                        ST,34.2248,-118.448,1,18-29,2020-10-28,2020-10-28 00:01:00,Indoor
201409479,04/09/2020 12:00:00 AM,04/10/2020 12:00:00 AM,1800,14,Pacific,1415,820,ORAL COPULATION,55,F,W,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,CALIFORNIA                   AV,33.9986,-118.4607,1,45+,2020-04-09,2020-04-09 18:00:00,Other/Uncategorized
201518798,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1200,15,N Hollywood,1514,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6800    BEN                          AV,34.194,-118.3943,1,18-29,2020-12-18,2020-12-18 12:00:00,Indoor
201818276,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,115,18,Southeast,1826,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,16,F,H,501.0,SINGLE FAMILY DWELLING,9500    MAIE                         AV,33.9502,-118.2445,1,<18,2020-10-05,2020-10-05 01:15:00,Indoor
211004302,12/30/2020 12:00:00 AM,01/10/2021 12:00:00 AM,2345,10,West Valley,1021,121,"RAPE, FORCIBLE",22,F,H,501.0,SINGLE FAMILY DWELLING,19600    HART                         ST,34.1975,-118.5593,1,18-29,2020-12-30,2020-12-30 23:45:00,Indoor
201309998,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,2145,13,Newton,1391,121,"RAPE, FORCIBLE",28,F,H,501.0,SINGLE FAMILY DWELLING,300 W  67TH                         ST,33.979,-118.2783,1,18-29,2020-04-26,2020-04-26 21:45:00,Indoor
201505219,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,200,15,N Hollywood,1586,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4000    LANKERSHIM                   BL,34.1425,-118.3643,1,30-44,2020-01-25,2020-01-25 02:00:00,Indoor
211805440,09/29/2020 12:00:00 AM,01/29/2021 12:00:00 AM,2000,18,Southeast,1801,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,B,503.0,HOTEL,8800 S  FIGUEROA                     ST,33.9555,-118.2871,1,18-29,2020-09-29,2020-09-29 20:00:00,Other/Uncategorized
202005024,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,950,20,Olympic,2034,860,BATTERY WITH SEXUAL CONTACT,28,F,H,102.0,SIDEWALK,3500    WILSHIRE                     BL,34.0618,-118.3004,1,18-29,2020-01-23,2020-01-23 09:50:00,Outdoor
201511008,06/08/2020 12:00:00 AM,06/08/2020 12:00:00 AM,830,15,N Hollywood,1549,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,47,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5500    KLUMP                        AV,34.17,-118.3752,1,45+,2020-06-08,2020-06-08 08:30:00,Indoor
201404419,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1405,14,Pacific,1483,860,BATTERY WITH SEXUAL CONTACT,71,F,W,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,7700 W  MANCHESTER                   AV,33.9597,-118.4318,1,45+,2020-01-06,2020-01-06 14:05:00,Other/Uncategorized
201910238,05/25/2020 12:00:00 AM,05/25/2020 12:00:00 AM,1830,19,Mission,1916,820,ORAL COPULATION,5,F,H,501.0,SINGLE FAMILY DWELLING,14400    POLK                         ST,34.3103,-118.4467,1,<18,2020-05-25,2020-05-25 18:30:00,Indoor
201505264,01/23/2020 12:00:00 AM,01/26/2020 12:00:00 AM,2100,15,N Hollywood,1549,121,"RAPE, FORCIBLE",25,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5400    TUJUNGA                      AV,34.1689,-118.379,1,18-29,2020-01-23,2020-01-23 21:00:00,Indoor
201806906,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,330,18,Southeast,1863,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,B,501.0,SINGLE FAMILY DWELLING,300 E  116TH                        ST,33.9292,-118.2695,1,30-44,2020-02-19,2020-02-19 03:30:00,Indoor
201421802,12/08/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1510,14,Pacific,1444,860,BATTERY WITH SEXUAL CONTACT,27,F,H,108.0,PARKING LOT,4300    LINCOLN                      BL,33.9846,-118.4428,1,18-29,2020-12-08,2020-12-08 15:10:00,Outdoor
201319170,10/24/2020 12:00:00 AM,10/28/2020 12:00:00 AM,300,13,Newton,1372,121,"RAPE, FORCIBLE",25,F,H,501.0,SINGLE FAMILY DWELLING,200 E  53RD                         ST,33.9942,-118.2716,1,18-29,2020-10-24,2020-10-24 03:00:00,Indoor
202015522,07/19/2020 12:00:00 AM,10/05/2020 12:00:00 AM,700,20,Olympic,2011,820,ORAL COPULATION,29,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",100 N  WILTON                       PL,34.073,-118.3136,1,18-29,2020-07-19,2020-07-19 07:00:00,Indoor
201408226,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,130,14,Pacific,1412,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",900    PACIFIC                      AV,33.9916,-118.4754,1,18-29,2020-03-14,2020-03-14 01:30:00,Indoor
201907684,03/15/2020 12:00:00 AM,03/16/2020 12:00:00 AM,2200,19,Mission,1983,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",15100    PARTHENIA                    ST,34.2283,-118.4611,1,18-29,2020-03-15,2020-03-15 22:00:00,Indoor
201613842,08/01/2020 12:00:00 AM,09/29/2020 12:00:00 AM,700,16,Foothill,1603,860,BATTERY WITH SEXUAL CONTACT,17,F,H,217.0,AUTO REPAIR SHOP,PAXTON                       ST,34.2919,-118.3914,1,<18,2020-08-01,2020-08-01 07:00:00,Other/Uncategorized
201917954,12/09/2020 12:00:00 AM,12/10/2020 12:00:00 AM,1255,19,Mission,1984,860,BATTERY WITH SEXUAL CONTACT,48,F,B,110.0,FREEWAY,14800    ROSCOE                       BL,34.2265,-118.4565,1,45+,2020-12-09,2020-12-09 12:55:00,Outdoor
211112770,12/15/2020 12:00:00 AM,09/07/2021 12:00:00 AM,1,11,Northeast,1152,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,F,W,501.0,SINGLE FAMILY DWELLING,4300    PROSPECT                     AV,34.1018,-118.2831,1,18-29,2020-12-15,2020-12-15 00:01:00,Indoor
202107619,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,45,21,Topanga,2149,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,51,F,W,103.0,ALLEY,19700    SHERMAN                      WY,34.201,-118.5631,1,45+,2020-03-23,2020-03-23 00:45:00,Outdoor
230414279,02/16/2020 12:00:00 AM,11/09/2023 12:00:00 AM,1200,4,Hollenbeck,413,121,"RAPE, FORCIBLE",13,F,H,501.0,SINGLE FAMILY DWELLING,2800    SICHEL                       ST,34.0793,-118.2132,1,<18,2020-02-16,2020-02-16 12:00:00,Indoor
201916490,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,2000,19,Mission,1981,121,"RAPE, FORCIBLE",0,F,X,505.0,MOTEL,SEPULVEDA                    BL,34.2283,-118.4677,1,<18,2020-11-02,2020-11-02 20:00:00,Other/Uncategorized
211411303,05/23/2020 12:00:00 AM,03/04/2021 12:00:00 AM,100,14,Pacific,1473,121,"RAPE, FORCIBLE",19,F,H,508.0,FRAT HOUSE/SORORITY/DORMITORY,7300 W  81ST                         ST,33.9635,-118.4236,1,18-29,2020-05-23,2020-05-23 01:00:00,Indoor
201818111,10/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,1530,18,Southeast,1831,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,39,F,B,505.0,MOTEL,500 W  ATHENS                       BL,33.9207,-118.283,1,30-44,2020-10-01,2020-10-01 15:30:00,Other/Uncategorized
202112659,08/08/2020 12:00:00 AM,08/12/2020 12:00:00 AM,1500,21,Topanga,2177,121,"RAPE, FORCIBLE",17,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",21000    WARNER CENTER                LN,34.174,-118.5899,1,<18,2020-08-08,2020-08-08 15:00:00,Indoor
202107214,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1100,21,Topanga,2146,860,BATTERY WITH SEXUAL CONTACT,14,F,H,721.0,HIGH SCHOOL,6800    TOPANGA CANYON               BL,34.1938,-118.6059,1,<18,2020-03-10,2020-03-10 11:00:00,Institution
202015794,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,2240,20,Olympic,2033,860,BATTERY WITH SEXUAL CONTACT,27,F,A,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),3600    WILSHIRE                     BL,34.0617,-118.3087,1,18-29,2020-10-11,2020-10-11 22:40:00,Other/Uncategorized
201411288,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,45,14,Pacific,1452,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,60,M,W,501.0,SINGLE FAMILY DWELLING,5300    VIA DONTE,33.9681,-118.4553,1,45+,2020-05-23,2020-05-23 00:45:00,Indoor
201905231,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1730,19,Mission,1903,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,44,F,W,501.0,SINGLE FAMILY DWELLING,14400    OLIVE VIEW                   DR,34.3271,-118.4498,1,30-44,2020-01-28,2020-01-28 17:30:00,Indoor
201421286,08/09/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1700,14,Pacific,1494,820,ORAL COPULATION,35,F,W,212.0,TRANSPORTATION FACILITY (AIRPORT),300    WORLD                        WY,33.9455,-118.4001,1,30-44,2020-08-09,2020-08-09 17:00:00,Other/Uncategorized
201915199,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,1,19,Mission,1902,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,F,W,108.0,PARKING LOT,14900    ROXFORD                      ST,34.3229,-118.4602,1,30-44,2020-10-02,2020-10-02 00:01:00,Outdoor
201916175,10/14/2020 12:00:00 AM,10/27/2020 12:00:00 AM,2100,19,Mission,1909,121,"RAPE, FORCIBLE",22,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",13000    SAYRE                        ST,34.3232,-118.4191,1,18-29,2020-10-14,2020-10-14 21:00:00,Other/Uncategorized
201317959,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1300,13,Newton,1354,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,18,F,H,501.0,SINGLE FAMILY DWELLING,4300    WOODLAWN                     AV,34.0038,-118.2728,1,18-29,2020-10-04,2020-10-04 13:00:00,Indoor
201509991,01/03/2020 12:00:00 AM,05/12/2020 12:00:00 AM,2300,15,N Hollywood,1562,121,"RAPE, FORCIBLE",13,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",12600    MOORPARK                     ST,34.1533,-118.4058,1,<18,2020-01-03,2020-01-03 23:00:00,Indoor
201900867,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,810,19,Mission,1977,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,78,F,B,501.0,SINGLE FAMILY DWELLING,13700    RAYEN                        ST,34.2369,-118.4315,1,45+,2020-08-21,2020-08-21 08:10:00,Indoor
201711555,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1400,17,Devonshire,1781,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",20900    PARTHENIA                    ST,34.2332,-118.5829,1,30-44,2020-07-25,2020-07-25 14:00:00,Indoor
202107727,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,900,21,Topanga,2138,860,BATTERY WITH SEXUAL CONTACT,13,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",20300    COHASSET                     ST,34.2071,-118.5754,1,<18,2020-03-26,2020-03-26 09:00:00,Indoor
201819994,10/17/2020 12:00:00 AM,11/03/2020 12:00:00 AM,500,18,Southeast,1846,121,"RAPE, FORCIBLE",27,F,B,501.0,SINGLE FAMILY DWELLING,SUCCESS                      AV,33.9302,-118.2493,1,18-29,2020-10-17,2020-10-17 05:00:00,Indoor
