DR_NO,DATE OCC,Date Rptd,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,LOCATION,LAT,LON,SexualAssault,Age_Group,DATE_OCC_dt,datetime_occurrence,Premise_Category
201804664,01/01/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1000,18,Southeast,1831,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,F,B,102.0,SIDEWALK,12000 S  VERMONT                      AV,33.9237,-118.2915,1,18-29,2020-01-01,2020-01-01 10:00:00,Outdoor
202008230,03/29/2020 12:00:00 AM,04/02/2020 12:00:00 AM,2200,20,Olympic,2038,121,"RAPE, FORCIBLE",20,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",3100    WILSHIRE                     BL,34.0618,-118.2891,1,18-29,2020-03-29,2020-03-29 22:00:00,Indoor
201517956,11/20/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1200,15,N Hollywood,1591,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",12800    VENTURA                      BL,34.1448,-118.4115,1,18-29,2020-11-20,2020-11-20 12:00:00,Indoor
201419841,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,40,14,Pacific,1497,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,H,503.0,HOTEL,5400 W  CENTURY                      BL,33.9453,-118.3747,1,30-44,2020-11-07,2020-11-07 00:40:00,Other/Uncategorized
201711945,04/20/2020 12:00:00 AM,08/06/2020 12:00:00 AM,1215,17,Devonshire,1793,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",19200    BRYANT                       ST,34.2272,-118.5525,1,30-44,2020-04-20,2020-04-20 12:15:00,Indoor
230113343,09/23/2020 12:00:00 AM,05/30/2023 12:00:00 AM,1200,1,Central,132,121,"RAPE, FORCIBLE",23,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200 S  OLIVE                        ST,34.0535,-118.2491,1,18-29,2020-09-23,2020-09-23 12:00:00,Indoor
202017433,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2100,20,Olympic,2069,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1200    MENLO                        AV,34.0491,-118.2907,1,18-29,2020-11-20,2020-11-20 21:00:00,Indoor
202015524,09/06/2020 12:00:00 AM,10/05/2020 12:00:00 AM,1800,20,Olympic,2064,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,70,F,O,501.0,SINGLE FAMILY DWELLING,1100    IROLO                        ST,34.0509,-118.301,1,45+,2020-09-06,2020-09-06 18:00:00,Indoor
201604030,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,155,16,Foothill,1645,122,"RAPE, ATTEMPTED",28,F,H,102.0,SIDEWALK,11000    GLENOAKS                     BL,34.2626,-118.4094,1,18-29,2020-01-01,2020-01-01 01:55:00,Outdoor
201813904,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,230,18,Southeast,1891,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,38,F,W,501.0,SINGLE FAMILY DWELLING,700 W  165TH                        PL,33.8808,-118.2891,1,30-44,2020-07-13,2020-07-13 02:30:00,Indoor
201917483,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,400,19,Mission,1999,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",7800    VENTURA CANYON               AV,34.2123,-118.4287,1,30-44,2020-11-29,2020-11-29 04:00:00,Indoor
202115112,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,2130,21,Topanga,2139,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",7500    WINNETKA                     AV,34.2059,-118.571,1,30-44,2020-10-20,2020-10-20 21:30:00,Indoor
201513182,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,100,15,N Hollywood,1526,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,O,410.0,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",11500    ERWIN                        ST,34.183,-118.3834,1,30-44,2020-07-27,2020-07-27 01:00:00,Commercial
201412457,06/18/2020 12:00:00 AM,06/18/2020 12:00:00 AM,200,14,Pacific,1445,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37,M,W,501.0,SINGLE FAMILY DWELLING,3900    FRANCES                      AV,34.0003,-118.4354,1,30-44,2020-06-18,2020-06-18 02:00:00,Indoor
201410892,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,1240,14,Pacific,1414,860,BATTERY WITH SEXUAL CONTACT,24,F,W,102.0,SIDEWALK,SANTA CLARA                  AV,33.9938,-118.4638,1,18-29,2020-05-14,2020-05-14 12:40:00,Outdoor
201805330,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,2150,18,Southeast,1837,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,F,B,501.0,SINGLE FAMILY DWELLING,1700 E  113TH                        ST,33.9321,-118.2434,1,18-29,2020-01-24,2020-01-24 21:50:00,Indoor
201511500,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1130,15,N Hollywood,1563,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,M,H,101.0,STREET,TUJUNGA                      AV,34.1512,-118.3864,1,30-44,2020-06-19,2020-06-19 11:30:00,Outdoor
202116400,11/27/2020 12:00:00 AM,11/27/2020 12:00:00 AM,100,21,Topanga,2189,121,"RAPE, FORCIBLE",36,F,W,503.0,HOTEL,20100    VENTURA                      BL,34.1707,-118.5717,1,30-44,2020-11-27,2020-11-27 01:00:00,Other/Uncategorized
201813838,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,2200,18,Southeast,1837,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,45,F,B,501.0,SINGLE FAMILY DWELLING,1800 E  104TH                        ST,33.9416,-118.242,1,45+,2020-07-11,2020-07-11 22:00:00,Indoor
201821726,12/06/2020 12:00:00 AM,12/07/2020 12:00:00 AM,2000,18,Southeast,1832,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,B,101.0,STREET,FIGUEROA,33.9383,-118.2826,1,18-29,2020-12-06,2020-12-06 20:00:00,Outdoor
202106959,02/28/2020 12:00:00 AM,03/05/2020 12:00:00 AM,1200,21,Topanga,2125,860,BATTERY WITH SEXUAL CONTACT,30,F,B,501.0,SINGLE FAMILY DWELLING,21800    SATICOY                      ST,34.2119,-118.6017,1,30-44,2020-02-28,2020-02-28 12:00:00,Indoor
201816068,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,200,18,Southeast,1824,122,"RAPE, ATTEMPTED",25,F,H,101.0,STREET,CENTURY,33.9457,-118.2541,1,18-29,2020-08-23,2020-08-23 02:00:00,Outdoor
201819954,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,2125,18,Southeast,1863,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,M,H,101.0,STREET,600 E  119TH                        ST,33.9247,-118.2652,1,18-29,2020-11-02,2020-11-02 21:25:00,Outdoor
201821779,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,2245,18,Southeast,1838,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,H,501.0,SINGLE FAMILY DWELLING,2000 E  105TH                        ST,33.9406,-118.237,1,18-29,2020-12-07,2020-12-07 22:45:00,Indoor
210815935,02/01/2020 12:00:00 AM,11/01/2021 12:00:00 AM,2300,8,West LA,813,121,"RAPE, FORCIBLE",14,F,O,501.0,SINGLE FAMILY DWELLING,11900 W  SUNSET                       BL,34.0738,-118.4768,1,<18,2020-02-01,2020-02-01 23:00:00,Indoor
201816884,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,1,18,Southeast,1832,121,"RAPE, FORCIBLE",23,F,H,503.0,HOTEL,104TH                        ST,33.9419,-118.2784,1,18-29,2020-09-08,2020-09-08 00:01:00,Other/Uncategorized
201800533,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1830,18,Southeast,1824,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,40,M,B,501.0,SINGLE FAMILY DWELLING,9500 S  CENTRAL                      AV,33.9503,-118.254,1,30-44,2020-01-25,2020-01-25 18:30:00,Indoor
202014326,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1745,20,Olympic,2062,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,M,H,102.0,SIDEWALK,ST ANDREWS,34.0506,-118.3127,1,18-29,2020-09-06,2020-09-06 17:45:00,Outdoor
201416019,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1130,14,Pacific,1489,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,45,F,B,503.0,HOTEL,5200 W  CENTURY                      BL,33.949,-118.3744,1,45+,2020-08-24,2020-08-24 11:30:00,Other/Uncategorized
201404038,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,900,14,Pacific,1488,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,B,501.0,SINGLE FAMILY DWELLING,8600    RAMSGATE                     AV,33.9599,-118.3826,1,18-29,2020-01-01,2020-01-01 09:00:00,Indoor
201409829,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1000,14,Pacific,1453,860,BATTERY WITH SEXUAL CONTACT,51,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4300    ALLA                         RD,33.99,-118.4347,1,45+,2020-04-20,2020-04-20 10:00:00,Indoor
201914553,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,45,19,Mission,1902,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,51,F,H,505.0,MOTEL,14900    ROXFORD                      ST,34.3229,-118.4602,1,45+,2020-09-16,2020-09-16 00:45:00,Other/Uncategorized
201311829,06/03/2020 12:00:00 AM,06/05/2020 12:00:00 AM,2100,13,Newton,1347,121,"RAPE, FORCIBLE",20,F,B,501.0,SINGLE FAMILY DWELLING,1700 E  43RD                         ST,34.005,-118.243,1,18-29,2020-06-03,2020-06-03 21:00:00,Indoor
210615470,11/05/2020 12:00:00 AM,09/05/2021 12:00:00 AM,2000,6,Hollywood,632,121,"RAPE, FORCIBLE",19,F,H,501.0,SINGLE FAMILY DWELLING,2200    SUNSET PLAZA                 DR,34.1052,-118.3849,1,18-29,2020-11-05,2020-11-05 20:00:00,Indoor
201815899,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,530,18,Southeast,1802,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,M,B,501.0,SINGLE FAMILY DWELLING,100 E  92ND                         ST,33.9528,-118.2739,1,18-29,2020-08-20,2020-08-20 05:30:00,Indoor
201404420,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1405,14,Pacific,1483,860,BATTERY WITH SEXUAL CONTACT,86,F,W,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,7700 W  MANCHESTER                   AV,33.9597,-118.4318,1,45+,2020-01-06,2020-01-06 14:05:00,Other/Uncategorized
201411183,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,2300,14,Pacific,1477,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,44,F,W,501.0,SINGLE FAMILY DWELLING,6200 W  82ND                         ST,33.964,-118.3945,1,30-44,2020-05-20,2020-05-20 23:00:00,Indoor
201715853,09/17/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1200,17,Devonshire,1767,121,"RAPE, FORCIBLE",26,F,W,501.0,SINGLE FAMILY DWELLING,9400    RESEDA                       BL,34.2409,-118.5361,1,18-29,2020-09-17,2020-09-17 12:00:00,Indoor
201411274,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,30,14,Pacific,1487,121,"RAPE, FORCIBLE",20,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",8800 S  SEPULVEDA                    BL,33.9568,-118.3962,1,18-29,2020-05-22,2020-05-22 00:30:00,Indoor
202009839,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,1820,20,Olympic,2097,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,17,F,H,101.0,STREET,WASHINGTON                   BL,34.04,-118.2974,1,<18,2020-05-17,2020-05-17 18:20:00,Outdoor
201913380,08/16/2020 12:00:00 AM,08/17/2020 12:00:00 AM,2300,19,Mission,1902,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,H,108.0,PARKING LOT,14900    ROXFORD                      ST,34.3233,-118.4602,1,18-29,2020-08-16,2020-08-16 23:00:00,Outdoor
221315019,01/01/2020 12:00:00 AM,07/25/2022 12:00:00 AM,1,13,Newton,1371,121,"RAPE, FORCIBLE",9,F,H,501.0,SINGLE FAMILY DWELLING,100 W  56TH                         ST,33.9915,-118.2739,1,<18,2020-01-01,2020-01-01 00:01:00,Indoor
202006286,02/15/2020 12:00:00 AM,02/18/2020 12:00:00 AM,300,20,Olympic,2001,860,BATTERY WITH SEXUAL CONTACT,21,F,H,501.0,SINGLE FAMILY DWELLING,5100    LA VISTA                     CT,34.0821,-118.3146,1,18-29,2020-02-15,2020-02-15 03:00:00,Indoor
202110232,06/07/2020 12:00:00 AM,06/07/2020 12:00:00 AM,745,21,Topanga,2129,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",19700    ROSCOE                       BL,34.2204,-118.5628,1,30-44,2020-06-07,2020-06-07 07:45:00,Indoor
202016821,10/23/2020 12:00:00 AM,11/06/2020 12:00:00 AM,2200,20,Olympic,2029,121,"RAPE, FORCIBLE",24,M,B,102.0,SIDEWALK,4TH                          ST,34.067,-118.2899,1,18-29,2020-10-23,2020-10-23 22:00:00,Outdoor
201905260,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2045,19,Mission,1998,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,W,501.0,SINGLE FAMILY DWELLING,8000    WAKEFIELD                    AV,34.2171,-118.439,1,30-44,2020-01-28,2020-01-28 20:45:00,Indoor
201316300,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,1900,13,Newton,1364,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,F,H,501.0,SINGLE FAMILY DWELLING,1100 E  49TH                         ST,33.9989,-118.2565,1,18-29,2020-08-31,2020-08-31 19:00:00,Indoor
201815331,08/10/2020 12:00:00 AM,08/10/2020 12:00:00 AM,625,18,Southeast,1802,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,39,F,H,501.0,SINGLE FAMILY DWELLING,100 W  88TH                         ST,33.9572,-118.2739,1,30-44,2020-08-10,2020-08-10 06:25:00,Indoor
201812359,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,300,18,Southeast,1849,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,57,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",2000 E  115TH                        ST,33.9305,-118.2363,1,45+,2020-06-10,2020-06-10 03:00:00,Indoor
201515428,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1600,15,N Hollywood,1514,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6800    RADFORD                      AV,34.194,-118.3943,1,18-29,2020-09-19,2020-09-19 16:00:00,Indoor
201518385,04/02/2020 12:00:00 AM,12/07/2020 12:00:00 AM,300,15,N Hollywood,1521,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,H,501.0,SINGLE FAMILY DWELLING,6900    LONGRIDGE                    AV,34.1957,-118.4215,1,18-29,2020-04-02,2020-04-02 03:00:00,Indoor
201407071,02/15/2020 12:00:00 AM,02/22/2020 12:00:00 AM,2100,14,Pacific,1496,860,BATTERY WITH SEXUAL CONTACT,15,F,H,503.0,HOTEL,6100 W  CENTURY                      BL,33.9472,-118.3909,1,<18,2020-02-15,2020-02-15 21:00:00,Other/Uncategorized
201508478,04/06/2020 12:00:00 AM,04/07/2020 12:00:00 AM,2325,15,N Hollywood,1563,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,F,W,102.0,SIDEWALK,MOORPARK,34.1512,-118.3864,1,45+,2020-04-06,2020-04-06 23:25:00,Outdoor
211916382,03/01/2020 12:00:00 AM,11/24/2021 12:00:00 AM,830,19,Mission,1998,860,BATTERY WITH SEXUAL CONTACT,14,F,H,721.0,HIGH SCHOOL,8000    VAN NUYS                     BL,34.2164,-118.4488,1,<18,2020-03-01,2020-03-01 08:30:00,Institution
201805528,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1130,18,Southeast,1842,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,18,F,B,503.0,HOTEL,10900 S  FIGUEROA                     ST,33.9374,-118.2826,1,18-29,2020-01-28,2020-01-28 11:30:00,Other/Uncategorized
201310036,04/20/2020 12:00:00 AM,04/28/2020 12:00:00 AM,2300,13,Newton,1333,121,"RAPE, FORCIBLE",5,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",SAN PEDRO                    ST,34.0162,-118.2647,1,<18,2020-04-20,2020-04-20 23:00:00,Indoor
201708000,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,445,17,Devonshire,1777,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,M,W,501.0,SINGLE FAMILY DWELLING,9400    VALJEAN                      AV,34.2412,-118.4873,1,30-44,2020-04-07,2020-04-07 04:45:00,Indoor
202111698,07/16/2020 12:00:00 AM,07/16/2020 12:00:00 AM,200,21,Topanga,2177,121,"RAPE, FORCIBLE",19,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",21500    CALIFA                       ST,34.1772,-118.6002,1,18-29,2020-07-16,2020-07-16 02:00:00,Indoor
222016936,09/20/2020 12:00:00 AM,09/20/2022 12:00:00 AM,430,20,Olympic,2091,121,"RAPE, FORCIBLE",34,F,B,501.0,SINGLE FAMILY DWELLING,2300 W  20TH                         ST,34.039,-118.3148,1,30-44,2020-09-20,2020-09-20 04:30:00,Indoor
211319470,02/01/2020 12:00:00 AM,11/26/2021 12:00:00 AM,1200,13,Newton,1345,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,38,M,H,501.0,SINGLE FAMILY DWELLING,1100 E  41ST                         ST,34.0092,-118.2558,1,30-44,2020-02-01,2020-02-01 12:00:00,Indoor
201504100,01/01/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1810,15,N Hollywood,1555,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,F,H,110.0,FREEWAY,HORTENSE                     ST,34.1545,-118.3763,1,30-44,2020-01-01,2020-01-01 18:10:00,Outdoor
201608251,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,300,16,Foothill,1602,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,H,501.0,SINGLE FAMILY DWELLING,12500    VAN NUYS                     BL,34.2816,-118.4073,1,18-29,2020-04-20,2020-04-20 03:00:00,Indoor
201609598,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1750,16,Foothill,1693,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",7700    LAUREL CANYON                BL,34.2121,-118.4021,1,18-29,2020-05-30,2020-05-30 17:50:00,Indoor
201713947,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,555,17,Devonshire,1791,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",20900    PARTHENIA                    ST,34.2282,-118.5907,1,18-29,2020-10-05,2020-10-05 05:55:00,Indoor
201804174,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,900,18,Southeast,1881,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",600 W  REDONDO BEACH                BL,33.8926,-118.2861,1,30-44,2020-01-04,2020-01-04 09:00:00,Indoor
210704142,12/15/2020 12:00:00 AM,01/04/2021 12:00:00 AM,800,7,Wilshire,723,121,"RAPE, FORCIBLE",50,F,W,506.0,ABANDONED BUILDING ABANDONED HOUSE,S  EDINBURGH,34.0718,-118.3637,1,45+,2020-12-15,2020-12-15 08:00:00,Other/Uncategorized
201518009,11/27/2020 12:00:00 AM,11/27/2020 12:00:00 AM,250,15,N Hollywood,1514,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6800    AGNES                        AV,34.194,-118.3954,1,30-44,2020-11-27,2020-11-27 02:50:00,Indoor
201405236,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1005,14,Pacific,1495,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37,F,W,108.0,PARKING LOT,VICKSBURG,33.9523,-118.3906,1,30-44,2020-01-22,2020-01-22 10:05:00,Outdoor
201808927,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1415,18,Southeast,1827,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,B,101.0,STREET,CENTURY,33.9457,-118.2367,1,18-29,2020-03-30,2020-03-30 14:15:00,Outdoor
201804992,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,500,18,Southeast,1826,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,B,501.0,SINGLE FAMILY DWELLING,9300    FIRTH                        BL,33.9531,-118.2475,1,30-44,2020-01-19,2020-01-19 05:00:00,Indoor
202016871,10/23/2020 12:00:00 AM,11/07/2020 12:00:00 AM,5,20,Olympic,2081,860,BATTERY WITH SEXUAL CONTACT,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1600 S  GRAMERCY                     PL,34.0417,-118.313,1,30-44,2020-10-23,2020-10-23 00:05:00,Indoor
201812088,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1700,18,Southeast,1829,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,52,M,B,501.0,SINGLE FAMILY DWELLING,2000 E  101ST                        ST,33.9449,-118.2367,1,45+,2020-05-30,2020-05-30 17:00:00,Indoor
201822224,12/15/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1700,18,Southeast,1802,121,"RAPE, FORCIBLE",27,F,B,501.0,SINGLE FAMILY DWELLING,300 W  87TH                         ST,33.9587,-118.2789,1,18-29,2020-12-15,2020-12-15 17:00:00,Indoor
201319638,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2350,13,Newton,1353,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,B,501.0,SINGLE FAMILY DWELLING,800 E  46TH                         ST,34.0016,-118.2617,1,30-44,2020-11-07,2020-11-07 23:50:00,Indoor
202108692,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,500,21,Topanga,2177,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,F,W,501.0,SINGLE FAMILY DWELLING,20600    CLARENDON                    ST,34.1722,-118.5828,1,18-29,2020-04-27,2020-04-27 05:00:00,Indoor
202115196,09/16/2020 12:00:00 AM,10/22/2020 12:00:00 AM,2200,21,Topanga,2145,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",22000    VANOWEN                      ST,34.1938,-118.6064,1,30-44,2020-09-16,2020-09-16 22:00:00,Indoor
201817503,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1600,18,Southeast,1822,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,B,101.0,STREET,98TH                         ST,33.9472,-118.2827,1,18-29,2020-09-19,2020-09-19 16:00:00,Outdoor
211207345,12/01/2020 12:00:00 AM,02/22/2021 12:00:00 AM,1200,12,77th Street,1248,860,BATTERY WITH SEXUAL CONTACT,15,F,B,501.0,SINGLE FAMILY DWELLING,900 W  62ND                         PL,33.9828,-118.2909,1,<18,2020-12-01,2020-12-01 12:00:00,Indoor
201408499,03/17/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1700,14,Pacific,1412,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",00    BROOKS                       AV,33.9911,-118.4762,1,30-44,2020-03-17,2020-03-17 17:00:00,Indoor
201808993,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1400,18,Southeast,1802,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,M,H,103.0,ALLEY,100 W  89TH                         ST,33.9556,-118.2749,1,30-44,2020-03-28,2020-03-28 14:00:00,Outdoor
201318666,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,115,13,Newton,1331,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200 W  27TH                         ST,34.0248,-118.2715,1,18-29,2020-10-19,2020-10-19 01:15:00,Indoor
201810811,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,930,18,Southeast,1829,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",10100    GRAPE                        ST,33.9449,-118.2367,1,18-29,2020-05-08,2020-05-08 09:30:00,Indoor
201908357,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,1745,19,Mission,1958,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,M,B,101.0,STREET,14200    JUDD                         ST,34.2544,-118.4439,1,18-29,2020-04-02,2020-04-02 17:45:00,Outdoor
201714937,10/08/2020 12:00:00 AM,11/01/2020 12:00:00 AM,2110,17,Devonshire,1787,121,"RAPE, FORCIBLE",74,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",17700    LASSEN                       ST,34.2504,-118.5206,1,45+,2020-10-08,2020-10-08 21:10:00,Indoor
211305453,11/06/2020 12:00:00 AM,02/03/2021 12:00:00 AM,2300,13,Newton,1352,121,"RAPE, FORCIBLE",24,F,H,501.0,SINGLE FAMILY DWELLING,200 E  VERNON                       AV,34.0038,-118.2718,1,18-29,2020-11-06,2020-11-06 23:00:00,Indoor
201418948,01/01/2020 12:00:00 AM,10/18/2020 12:00:00 AM,800,14,Pacific,1437,860,BATTERY WITH SEXUAL CONTACT,24,F,O,501.0,SINGLE FAMILY DWELLING,3700 S  BENTLEY                      AV,34.0154,-118.4171,1,18-29,2020-01-01,2020-01-01 08:00:00,Indoor
221208085,03/18/2020 12:00:00 AM,03/10/2022 12:00:00 AM,1,12,77th Street,1266,820,ORAL COPULATION,5,M,B,501.0,SINGLE FAMILY DWELLING,700 W  80TH                         ST,33.9667,-118.286,1,<18,2020-03-18,2020-03-18 00:01:00,Indoor
